id,establishedYear,title,city,description,houseType,bhkType,address,shared,bedAvailable,roomAvailable,availableFor,bookingType,area(sq-fit),bathroomCount,furnishingType,facilities,minRent(Rs),minRoomRent(Rs),minRoomAdvance(Rs),lat,long,available_from,is_available
309972,2015,LLOYD Nest,mumbai,"This beautiful 2 BHK fully_furnished, house is located in the heart of Irla, Mumbai. Priced at ₹17450 per bed.",Independent House,2 BHK,ville parle west,3,1,1,boys,bed,680,2,fully_furnished,"['AC', 'Washing Machine', 'Fridge', 'Tv']",17450,35000,70000,19.10795975,72.84073639,10/10/2023,TRUE
303058,2020,CASA FELIZ _ C 902,pune,"Located at Hadapsar, Pune, this cosy 3 BHK gated society apartment, which is priced at ₹9500 per bed with a security deposit of ₹19000.",Gated Society Apartment,3 BHK,magarpatta,3,3,0,boys,bed,1890,3,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security', 'Washing Machine', 'Fridge', 'Tv']",9500,20250,40500,18.51931572,73.9197464,10/9/2023,TRUE
246877,2017,Trifecta Esplanade Apartments,bengaluru,"Looking for a charming 3 BHK independent house for family at an affordable price in Kumbena Agrahara, Bengaluru? Then, this is right one for you.",Independent House,3 BHK,krishnarajapura,3,0,3,family,house,1541,2,semi_furnished,"['Washing Machine', 'Fridge']",5500,5500,11000,13.00576973,77.75118256,10/7/2023,TRUE
33917,2007,"Skyline Sterling Apartment, A-402 Basheerbagh, Hyderabad.",hyderabad,"Looking for a quiet 3 BHK gated society apartment for boys at an affordable price in Basheer Bagh, Hyderabad? Then, this is right one for you.",Gated Society Apartment,3 BHK,basheer bagh,2,2,0,boys,bed,2000,1,fully_furnished,"['Security', 'Washing Machine', 'Fridge']",7000,14000,28000,17.40339088,78.47753906,10/6/2023,TRUE
361277,2020,My Nivas Nest-,bengaluru,"Looking for a quiet 1 BHK independent apartment for girls and family at an affordable price in Doddathoguru, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,doddathoguru,1,0,1,"girls,family",house,450,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",16000,16000,50000,12.84647083,77.64615631,10/7/2023,TRUE
270576,2019,1bhk 54 opp Sayaji,indore,"This beautiful 1 BHK semi_furnished, house is located in the heart of Scheme No 54, Indore. Priced at ₹13000 for full house.",Independent Apartment,1 BHK,scheme no 54,1,0,1,"boys,girls,family",house,800,1,semi_furnished,[],13000,13000,13000,22.75380707,75.89136505,10/7/2023,TRUE
59707,,Gupta nest,gurugram,"This charming fully_furnished 3 BHK independent house for family is located at Block G,Gurugram and is close to the major commercial centres of the area.",Independent House,3 BHK,south city 2,6,0,3,family,house,1234,0,fully_furnished,"['Washing Machine', 'Tv']",7500,15000,30000,28.41455269,77.05562592,11/1/2023,TRUE
270129,2015,Kayzad Nest#10,mumbai,"Looking for a spacious 2 BHK gated society apartment for girls at an affordable price in Sathi Dsouza Nagar, Mumbai? Then, this is right one for you.",Gated Society Apartment,2 BHK,sakinaka,2,0,1,girls,bed,750,2,fully_furnished,['Security'],15000,31600,63200,19.09762955,72.88622284,11/20/2023,TRUE
23369,,3001 tower 22 Blue Ridge,pune,"Looking for a quiet 3 BHK gated society apartment for boys at an affordable price in Rajiv Gandhi Infotech Park, Pune? Then, this is right one for you.",Gated Society Apartment,3 BHK,hinjawadi,6,0,3,boys,bed,1600,1,fully_furnished,['Security'],7100,11950,23900,18.57747841,73.74021912,10/18/2023,TRUE
6517,,Mahalakshmi Nest,bengaluru,"Looking for a charming 5 BHK independent house for boys at an affordable price in Block 1, Bengaluru? Then, this is right one for you.",Independent House,5 BHK,koramangala,2,0,1,boys,bed,1000,1,fully_furnished,[],2000,26500,26500,12.9263134,77.63594055,10/7/2023,TRUE
5126,,04-Ayesha NEST,bengaluru,"Located at Madeena Nagar, Bengaluru, this comfortable 2 BHK independent apartment, which is priced at ₹6650 per bed with a security deposit of ₹13300.",Independent Apartment,2 BHK,btm layout stage 2,1,1,0,boys,bed,1200,1,fully_furnished,[],6650,13700,27400,12.90907192,77.60974121,10/6/2023,TRUE
284799,2010,Pradeep nest 02,bengaluru,"This spacious unfurnished 1 BHK independent apartment for boys, girls, and family is located at Vaddarahalli,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,vaddarahalli,1,0,1,"boys,girls,family",house,500,1,unfurnished,[],6050,6050,18150,13.0253706,77.45760345,10/7/2023,TRUE
35564,,Jaysal Nest,bengaluru,"This comfortable 3 BHK fully_furnished, house is located in the heart of Dena Bank Colony, Bengaluru. Priced at ₹7150 per bed.",Gated Society Apartment,3 BHK,ganga nagar,1,1,0,boys,bed,1800,1,fully_furnished,['Security'],7150,14100,28200,13.02212143,77.58604431,10/6/2023,TRUE
5352,,A 603 Sundar Akash,pune,"This beautiful 3 BHK fully_furnished, house is located in the heart of North Hadapsar, Pune. Priced at ₹6500 per bed.",Gated Society Apartment,3 BHK,hadapsar,3,1,1,girls,bed,1300,0,fully_furnished,['Security'],6500,13500,27000,18.50733566,73.92565918,11/10/2023,TRUE
360709,2023,Srinivas Nilayam Nest-201,bengaluru,"Looking for a charming 1 BHK independent apartment for boys, girls, and family at an affordable price in Electronic City, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,electronic city,1,0,1,"boys,girls,family",house,650,1,fully_furnished,"['Fridge', 'Tv']",20000,20000,40000,12.8551302,77.67378998,10/7/2023,TRUE
348658,2020,ZOHEB ISLAM SHAIKH Nest_ 01 C,pune,"Located at Rajiv Nagar, Pune, this cosy 1 BK independent house, which is priced at ₹14000 per bed with a security deposit of ₹14000.",Independent House,1 BK,viman nagar,2,0,1,"boys,girls",bed,300,2,semi_furnished,"['Washing Machine', 'Fridge']",14000,28000,28000,18.56992531,73.91352081,10/10/2023,TRUE
61153,,Balanathan Nest,chennai,"Looking for a charming 2 BHK independent apartment for boys at an affordable price in Vgp Selva Nagar Extension, Chennai? Then, this is right one for you.",Independent Apartment,2 BHK,velachery,3,1,1,boys,bed,900,1,fully_furnished,[],7050,14000,28000,12.97409534,80.22563934,10/7/2023,TRUE
298768,2005,Lok Everest Chs,mumbai,"This cosy 2 BHK semi_furnished, house is located in the heart of Vidya Vihar, Mumbai. Priced at ₹43500 for full house.",Independent Apartment,2 BHK,mulund west,2,0,2,family,house,750,2,semi_furnished,"['Power Backup', 'Security']",21750,21750,65250,19.17251968,72.95601654,10/10/2023,TRUE
356968,2020,Danaekaran Nest ,chennai,"This cosy 1 BHK unfurnished, house is located in the heart of Ottiambakkam, Chennai. Priced at ₹10000 for full house.",Independent Apartment,1 BHK,ottiambakkam,1,0,1,"boys,family",house,680,1,unfurnished,[],10000,10000,40000,12.87182426,80.20032501,10/7/2023,TRUE
360022,2020,Moghul garden co ophousing society_17,pune,"Located at Kawada Wadi, Pune, this cosy 4 BHK gated society apartment, which is priced at ₹10000 per bed with a security deposit of ₹20000.",Gated Society Apartment,4 BHK,koregaon park,4,0,4,"boys,girls",bed,1020,2,fully_furnished,"['Security', 'Washing Machine', 'Fridge', 'Tv']",10000,10000,20000,18.53828239,73.89710236,10/10/2023,TRUE
360445,2016,2 BHK Fully-Furnished in Sai Datta Apartment Baner For Family or Bachalors,pune,"Looking for a charming 2 BHK independent apartment for boys, girls, and family at an affordable price in Baner Gaon, Pune? Then, this is right one for you.",Independent Apartment,2 BHK,baner gaon,2,0,2,"boys,girls,family",house,1000,2,fully_furnished,[],16000,16000,100000,18.56173706,73.7864151,10/10/2023,TRUE
360431,2020,Sri Sai residency Nest-GF 2,bengaluru,"This quiet semi_furnished 1 BHK independent apartment for boys, girls, and family is located at Krishna Layout,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,hulimavu,1,0,1,"boys,girls,family",house,450,1,semi_furnished,[],16000,16000,48000,12.87616634,77.60708618,10/7/2023,TRUE
360179,2016,Veena Serenity _C/702 ,mumbai,"This quiet semi_furnished 2 BHK gated society apartment for family is located at Sahakar Nagar,Mumbai and is close to the major commercial centres of the area.",Gated Society Apartment,2 BHK,kurla east,2,0,2,family,house,800,2,semi_furnished,"['Swimming Pool', 'Power Backup', 'Security']",22500,22500,67500,19.06296158,72.8926239,10/10/2023,TRUE
359669,2020,Legacy Avenue_101,pune,"Looking for a quiet 1 BHK independent apartment for family at an affordable price in Royal Oak, Pune? Then, this is right one for you.",Independent Apartment,1 BHK,wakad,1,0,1,family,house,500,1,semi_furnished,['Security'],20000,20000,40000,18.60017776,73.75174713,10/16/2023,TRUE
291973,2020,Dubey Nest#1,mumbai,"Looking for a charming 1 BHK gated society apartment for boys at an affordable price in Natwar Nagar, Mumbai? Then, this is right one for you.",Gated Society Apartment,1 BHK,jogeshwari east,4,0,1,boys,bed,450,1,fully_furnished,"['Power Backup', 'Security', 'Washing Machine', 'Fridge']",8350,35000,70000,19.12618065,72.84915924,11/4/2023,TRUE
275479,2010,Matrapitra kripa 02,indore,"This charming unfurnished 2 BHK independent house for family is located at Ambikapuri Extension,Indore and is close to the major commercial centres of the area.",Independent House,2 BHK,ambikapuri main,2,0,2,family,house,600,2,unfurnished,[],5000,5000,5000,22.729702,75.81726074,10/7/2023,TRUE
225180,2009,Deshbandhu Apartments,newdelhi,"This beautiful 2 BHK fully_furnished, house is located in the heart of Gopinath Bazar, Delhi Cantonment Residential Area, New Delhi, Delhi, India, New delhi. Priced at ₹28000 for full house.",Independent House,2 BHK,delhi cantonment residential area,2,0,2,"girls,family",house,2000,2,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",14000,14000,56000,28.59339142,77.13043213,10/7/2023,TRUE
360710,2023,Srinivas Nilayam Nest-202,bengaluru,"Located at Electronic City, Bengaluru, this comfortable 1 BHK independent apartment, which is priced at ₹20000 for full house with a security deposit of ₹40000.",Independent Apartment,1 BHK,electronic city,1,0,1,"boys,girls,family",house,650,1,fully_furnished,"['Fridge', 'Tv']",20000,20000,40000,12.8551302,77.67378998,10/7/2023,TRUE
310678,2019,BOWZIA BANU HOUSE,chennai,"Located at Madanandapuram, Chennai, this cosy STUDIO independent house, which is priced at ₹6750 for full house with a security deposit of ₹27000.",Independent House,STUDIO,porur,1,0,1,family,house,160,1,unfurnished,[],6750,6750,27000,13.02054787,80.15084076,10/7/2023,TRUE
359650,2016,Fully furnished ,hyderabad,"Located at Venkateswar Nagar, Hyderabad, this cosy 3 BHK independent apartment, which is priced at ₹80000 for full house with a security deposit of ₹195000.",Independent Apartment,3 BHK,banjara hills,3,0,3,"boys,girls,family",house,1440,3,fully_furnished,[],21000,21000,195000,17.42124557,78.43203735,10/7/2023,TRUE
58980,,Vineet nest,bengaluru,"This beautiful 3 BHK fully_furnished, house is located in the heart of Singena Agrahara, Bengaluru. Priced at ₹23200 for full house.",Gated Society Apartment,3 BHK,singena agrahara,6,0,3,family,house,1239,1,fully_furnished,"['Swimming Pool', 'Gym', 'Security', 'Washing Machine', 'Fridge', 'Tv']",3850,7700,23100,12.82724667,77.7088089,10/7/2023,TRUE
70939,,PUTTU NEST DELHI,newdelhi,"This charming fully_furnished 3 BHK independent apartment for boys is located at Sainik Farm,New delhi and is close to the major commercial centres of the area.",Independent Apartment,3 BHK,anupam garden,3,1,1,boys,bed,2500,1,fully_furnished,[],8200,15000,30000,28.51420975,77.20557404,10/9/2023,TRUE
6869,,Gowda Nest 1,bengaluru,"Looking for a quiet 2 BHK independent apartment for girls at an affordable price in G Narayanappa Layout, Bengaluru? Then, this is right one for you.",Independent Apartment,2 BHK,hebbal kempapura,2,0,1,girls,bed,1200,0,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",5000,9000,18000,13.04753399,77.59976196,10/7/2023,TRUE
130096,,Amit Jain Nest #C6/76,newdelhi,"This cosy 3 BHK semi_furnished, house is located in the heart of Dda Flats Block C, New delhi. Priced at ₹7500 per bed.",Independent House,3 BHK,vikaspuri,3,1,1,boys,bed,2000,1,semi_furnished,[],7500,15300,15300,28.63347816,77.07096863,10/7/2023,TRUE
271518,2010,BALANATHAN NEST,chennai,"Located at Spic Nagar, Chennai, this beautiful 2 BHK independent apartment, which is priced at ₹7500 per bed with a security deposit of ₹15000.",Independent Apartment,2 BHK,velachery,3,1,1,boys,bed,800,2,fully_furnished,"['AC', 'Washing Machine', 'Fridge', 'Tv']",7500,15700,31400,12.97384834,80.22135162,10/7/2023,TRUE
319333,2020,Tanishka Home_ A 06,pune,"Looking for a charming 1 BK independent apartment for girls at an affordable price in Lohegaon, Pune? Then, this is right one for you.",Independent Apartment,1 BK,siddarth nagar,2,0,1,girls,bed,350,1,semi_furnished,[],9300,18600,18600,18.59768486,73.90905762,10/10/2023,TRUE
270290,2015,Manjunath Nest_107,bengaluru,"Located at Sbi Bank Colony, Bengaluru, this comfortable STUDIO independent apartment, which is priced at ₹6500 for full house with a security deposit of ₹26000.",Independent Apartment,STUDIO,battarahalli,1,0,1,boys,house,300,1,semi_furnished,[],6500,6500,26000,13.02258301,77.6894455,10/7/2023,TRUE
85114,,ASHA_T2,bengaluru,"Located at Ittamadu, Bengaluru, this cosy 2 BHK gated society apartment, which is priced at ₹19000 for full house with a security deposit of ₹47500.",Gated Society Apartment,2 BHK,banashankari stage 3,4,0,2,boys,house,750,1,semi_furnished,['Security'],5000,10000,25000,12.92088127,77.54309082,11/7/2023,TRUE
125511,,"Raghavendra Prasad Nest, # 1066",bengaluru,"This spacious semi_furnished 5 BHK independent house for boys and girls is located at Banashankari Stage 2,Bengaluru and is close to the major commercial centres of the area.",Independent House,5 BHK,banashankari stage 2,10,0,5,"boys,girls",,2300,2,semi_furnished,[],5600,11200,33600,12.92832661,77.5633316,10/9/2023,TRUE
169997,,Narendra Nest F07,hyderabad,"Looking for a quiet STUDIO studio house for boys at an affordable price in Kphb Colony, Kukatpally, Hyderabad, Hyderabad? Then, this is right one for you.",Studio,STUDIO,,1,1,1,boys,house,225,1,semi_furnished,[],10000,10000,20000,17.48339462,78.39064026,10/7/2023,TRUE
359609,2020,Atharva Garden Society_A 101,pune,"Looking for a quiet 2 BHK independent apartment for family at an affordable price in Ashoka Nagar, Pune? Then, this is right one for you.",Independent Apartment,2 BHK,kharadi,2,0,2,family,house,1200,2,unfurnished,['Security'],17500,17500,52500,18.55865479,73.94041443,10/10/2023,TRUE
311597,2008,"404,Club House",mumbai,"Looking for a quiet 1 BHK independent apartment for boys, girls, and family at an affordable price in Aarey Milk Colony, Mumbai? Then, this is right one for you.",Independent Apartment,1 BHK,goregaon east,1,0,1,"boys,girls,family",house,340,1,semi_furnished,"['AC', 'Power Backup', 'Security']",27500,27500,55000,19.15241432,72.88865662,10/10/2023,TRUE
14496,,Rekha Nest 15,noida,"This beautiful 2 BHK fully_furnished, house is located in the heart of Block B, Noida. Priced at ₹7000 per bed.",Independent Villa,2 BHK,sector 15,1,1,0,girls,bed,1000,0,fully_furnished,[],7000,14000,28000,28.58192825,77.30937958,11/8/2023,TRUE
276993,2016,Global Meadows Apartment ,bengaluru,"Looking for a spacious 3 BHK gated society apartment for girls at an affordable price in Iti Layout, Bengaluru? Then, this is right one for you.",Gated Society Apartment,3 BHK,nayanda halli,1,0,1,girls,bed,1650,2,fully_furnished,"['Power Backup', 'Security', 'Washing Machine', 'Fridge', 'Tv']",10000,10250,30750,12.93632793,77.51611328,10/7/2023,TRUE
81820,,JHA House,newdelhi,"This cosy 2 BHK semi_furnished, house is located in the heart of Block D2, New delhi. Priced at ₹11600 for full house.",Independent Apartment,2 BHK,mahavir enclave,4,0,2,family,house,800,1,semi_furnished,['Power Backup'],3150,6300,6300,28.595047,77.08490753,10/17/2023,TRUE
357897,2019,Pintu Agarwal Nest -307,bengaluru,"Looking for a spacious 1 BK independent apartment for boys at an affordable price in Someshwara Layout, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BK,hulimavu,2,0,1,boys,bed,120,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",8000,16000,32000,12.8787756,77.60103607,10/7/2023,TRUE
273667,2001,SURYODAYA APARTMENTS 199/4,newdelhi,"This charming fully_furnished STUDIO independent apartment for boys is located at Dda Flats Pocket 8,New delhi and is close to the major commercial centres of the area.",Independent Apartment,STUDIO,sector 12 dwarka,1,0,1,boys,house,350,1,fully_furnished,['Tv'],16100,16100,32200,28.59609985,77.03813934,10/7/2023,TRUE
360011,2020,Samajwadi Awas Yojna _6D,noida,"This quiet semi_furnished 1 BHK independent apartment for boys and girls is located at Ajnara Ambrosia,Noida and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,sector 118,1,0,1,"boys,girls",house,500,1,semi_furnished,[],10000,10000,10000,28.58123207,77.40402985,10/7/2023,TRUE
164668,1801,Nest house,newdelhi,"This cosy 2 BHK fully_furnished, house is located in the heart of New Patel Nagar, New delhi. Priced at ₹25000 for full house.",Independent House,2 BHK,new patel nagar,2,0,2,"boys,girls,family",house,1000,1,fully_furnished,[],12500,12500,25000,28.65237045,77.15517426,10/7/2023,TRUE
259225,2018,Shiddhant,indore,"Looking for a charming 3 BHK gated society apartment for family at an affordable price in Bhawrasla, Indore? Then, this is right one for you.",Gated Society Apartment,3 BHK,bhawrasla,3,0,3,family,house,1200,3,unfurnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security']",4000,4000,24000,22.7928772,75.85362244,10/7/2023,TRUE
650,,201-Sai Shivam,bengaluru,"Located at Nagashetty Halli, Bengaluru, this comfortable 4 BHK independent apartment, which is priced at ₹7550 per bed with a security deposit of ₹15100.",Independent Apartment,4 BHK,rmv stage 2,5,2,1,girls,bed,1400,0,fully_furnished,[],7550,13000,26000,13.04785347,77.57941437,10/6/2023,TRUE
268357,2010,Gulab bagh 1bhk,indore,"Looking for a charming 1 BHK independent house for boys, girls, and family at an affordable price in Baap Jee Nagar, Indore? Then, this is right one for you.",Independent House,1 BHK,baap jee nagar,1,0,1,"boys,girls,family",house,1000,1,unfurnished,[],12000,12000,12000,22.76807213,75.90470123,10/7/2023,TRUE
13066,,Keerthana kings Bliss,bengaluru,"Located at Green Garden Layout, Bengaluru, this cosy 4 BHK independent apartment, which is priced at ₹9500 per bed with a security deposit of ₹23750.",Independent Apartment,4 BHK,munekolala,2,1,1,boys,bed,2000,1,fully_furnished,[],9500,20000,50000,12.95222664,77.71598816,10/7/2023,TRUE
359963,2020,4 BHK Semi Furnished,gurugram,"This quiet semi_furnished 4 BHK independent apartment for family is located at Sector 72,Gurugram and is close to the major commercial centres of the area.",Independent Apartment,4 BHK,sector 72,4,0,4,family,house,3150,4,semi_furnished,[],17000,17000,140000,28.40885735,77.03607178,10/7/2023,TRUE
274502,2018,Huma Abbas Nest_G2,bengaluru,"Located at Dodda, Bengaluru, this comfortable 2 BHK independent house, which is priced at ₹15000 per bed with a security deposit of ₹45000.",Independent House,2 BHK,banaswadi,2,0,2,girls,bed,1200,2,fully_furnished,"['Fridge', 'Tv']",15000,15000,45000,13.01576996,77.65559387,11/10/2023,TRUE
279734,2016,Rajiv Nest#1,mumbai,"Located at Golibar, Mumbai, this comfortable 2 BHK independent apartment, which is priced at ₹60000 for full house with a security deposit of ₹150000.",Independent Apartment,2 BHK,khar east,2,0,2,"girls,family",house,350,2,fully_furnished,"['AC', 'Power Backup', 'Washing Machine', 'Fridge', 'Tv']",30000,30000,75000,19.07283783,72.84420013,10/10/2023,TRUE
158,2009,Prabhavathi Meridian,bengaluru,"Located at Doddathoguru, Bengaluru, this comfortable 3 BHK gated society apartment, which is priced at ₹10500 per bed with a security deposit of ₹52500.",Gated Society Apartment,3 BHK,doddathoguru,1,1,1,boys,bed,1000,2,fully_furnished,"['Power Backup', 'Security', 'Fridge']",10500,10500,52500,12.84975529,77.64911652,10/8/2023,TRUE
130281,,Bagavathekumar S1,chennai,"Looking for a spacious 3 BHK gated society apartment for boys at an affordable price in Mcn Nagar, Chennai? Then, this is right one for you.",Gated Society Apartment,3 BHK,thuraipakkam,5,1,2,boys,bed,900,0,fully_furnished,['Security'],7150,15750,31500,12.94542122,80.23468781,10/7/2023,TRUE
21396,,Bratin Nest 201,hyderabad,"This beautiful 3 BHK semi_furnished, house is located in the heart of Sneha Nagar Colony, Hyderabad. Priced at ₹20250 for full house.",Gated Society Apartment,3 BHK,habsiguda,5,0,3,family,house,1300,1,semi_furnished,"['AC', 'Security', 'Washing Machine']",4050,4050,8100,17.40977859,78.54521942,10/7/2023,TRUE
355314,2023,HNR Apartment-304,bengaluru,"Located at Sbm Colony, Bengaluru, this beautiful 1 BHK independent apartment, which is priced at ₹10000 for full house with a security deposit of ₹60000.",Independent Apartment,1 BHK,mathikere,1,0,1,"boys,girls,family",house,500,1,semi_furnished,[],10000,10000,60000,13.03641701,77.55722046,10/7/2023,TRUE
158,2009,Prabhavathi Meridian,bengaluru,"Located at Doddathoguru, Bengaluru, this comfortable 3 BHK gated society apartment, which is priced at ₹10500 per bed with a security deposit of ₹52500.",Gated Society Apartment,3 BHK,doddathoguru,1,1,1,boys,bed,1000,2,fully_furnished,"['Power Backup', 'Security', 'Fridge']",10500,10500,52500,12.84975529,77.64911652,10/8/2023,TRUE
294227,2010,Satish Nest 105,bengaluru,"This quiet semi_furnished 1 BHK independent apartment for boys, girls, and family is located at Hesarghatta Rd,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,chikkabanavara,1,0,1,"boys,girls,family",house,600,1,semi_furnished,[],7280,7280,21840,13.07455826,77.50223541,10/7/2023,TRUE
241953,2011,Amrendra House_2BHK,indore,"Looking for a spacious 2 BHK independent apartment for boys, girls, and family at an affordable price in Ddu Nagar, Indore? Then, this is right one for you.",Independent Apartment,2 BHK,sukhlia,2,0,2,"boys,girls,family",house,600,1,unfurnished,[],4500,4500,0,22.75552368,75.86914825,10/7/2023,TRUE
15420,,2502 Tower 23 Blue Ridge,pune,"This beautiful 3 BHK fully_furnished, house is located in the heart of Rajiv Gandhi Infotech Park, Pune. Priced at ₹7405 per bed.",Gated Society Apartment,3 BHK,hinjawadi,1,1,0,girls,bed,1300,1,fully_furnished,['Security'],7405,15600,31200,18.57486916,73.74077606,10/14/2023,TRUE
9922,,J 103 Ashok Meadows,pune,"Located at Rajiv Gandhi Infotech Park, Pune, this cosy 3 BHK gated society apartment, which is priced at ₹6200 per bed with a security deposit of ₹12400.",Gated Society Apartment,3 BHK,hinjawadi,2,0,1,boys,bed,1300,0,fully_furnished,['Security'],6200,14000,28000,18.58350372,73.72637939,11/15/2023,TRUE
311600,2008,"411,Club",mumbai,"This comfortable 3 BHK semi_furnished, house is located in the heart of Aarey Milk Colony, Mumbai. Priced at ₹66000 for full house.",Independent Apartment,3 BHK,goregaon east,3,0,3,"boys,girls,family",house,1200,3,semi_furnished,"['AC', 'Power Backup', 'Security']",22000,22000,44000,19.15241432,72.88865662,10/10/2023,TRUE
78460,,Mohana P Nest,bengaluru,"This cosy 1 BHK semi_furnished, house is located in the heart of Celebrity Paradise Layout, Bengaluru. Priced at ₹8700 for full house.",Gated Society Apartment,1 BHK,doddathoguru,2,0,1,"boys,girls,family",house,450,1,semi_furnished,['Security'],5200,10400,20800,12.84659004,77.64850616,10/7/2023,TRUE
242063,2015,Ashwani Sharma,mumbai,"This quiet fully_furnished 2 BHK independent house for boys is located at Aarey Milk Colony,Mumbai and is close to the major commercial centres of the area.",Independent House,2 BHK,goregaon east,3,1,1,boys,bed,2100,3,fully_furnished,[],8300,16400,32800,19.15386772,72.8854599,10/10/2023,TRUE
16978,,Singh House sector 21A,gurugram,"Located at Sector 21, Gurugram, this cosy 4 BHK independent house, which is priced at ₹10000 per bed with a security deposit of ₹10000.",Independent House,4 BHK,sector 21,3,1,1,boys,bed,1500,1,fully_furnished,[],10000,20000,20000,28.51177025,77.06891632,10/6/2023,TRUE
59789,,Green Peace Ajantha Nest,chennai,"Looking for a quiet 3 BHK gated society apartment for family at an affordable price in Dabc Abhinayam Phase 1 Apartment, Chennai? Then, this is right one for you.",Gated Society Apartment,3 BHK,nolambur,6,0,3,family,house,1583,1,semi_furnished,"['AC', 'Power Backup', 'Security']",5583,11166,33498,13.07132912,80.1687851,10/7/2023,TRUE
21470,,101 B Savoir Fair,pune,"Located at Laxman Nagar, Pune, this comfortable 3 BHK gated society apartment, which is priced at ₹7300 per bed with a security deposit of ₹14600.",Gated Society Apartment,3 BHK,baner gaon,3,3,1,girls,bed,0,1,fully_furnished,['Security'],7300,14800,29600,18.5725956,73.76918793,11/3/2023,TRUE
29198,,Alladin County 507,hyderabad,"Located at Czech Colony, Hyderabad, this comfortable 2 BHK gated society apartment, which is priced at ₹7150 per bed with a security deposit of ₹14300.",Gated Society Apartment,2 BHK,sanath nagar,1,1,0,boys,bed,1100,1,fully_furnished,['Security'],7150,15300,30600,17.45676804,78.43824005,10/6/2023,TRUE
342023,2017,V M Mansion 304,bengaluru,"This quiet semi_furnished 1 BK independent apartment for family is located at Yelahanka,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BK,yelahanka,1,0,1,family,house,250,1,semi_furnished,[],7500,7500,22500,13.10428619,77.59770966,10/7/2023,TRUE
356339,2023,Rajbhawan Nest-301,bengaluru,"This quiet semi_furnished 2 BHK independent apartment for family is located at Ksrtc Layout,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,jp nagar phase 2,2,0,2,family,house,1000,2,semi_furnished,[],19000,19000,114000,12.91287804,77.59334564,10/7/2023,TRUE
282144,2000,Balaji Homes,chennai,"This beautiful 2 BHK unfurnished, house is located in the heart of Gandhi Nagar, Perungalattur, Chennai, Tamil Nadu, India, Chennai. Priced at ₹14500 for full house.",Independent House,2 BHK,perungalattur,2,0,2,"boys,family",house,930,2,unfurnished,[],7250,7250,14500,12.91189861,80.09495544,10/7/2023,TRUE
360751,2015,Laxmi classic nest,pune,"This charming fully_furnished 2 BHK gated society apartment for boys, girls, and family is located at Mohanwadi,Pune and is close to the major commercial centres of the area.",Gated Society Apartment,2 BHK,vishrantwadi,2,0,2,"boys,girls,family",house,1000,2,fully_furnished,"['Security', 'Washing Machine', 'Fridge', 'Tv']",12700,12700,25400,18.56872177,73.88005829,10/10/2023,TRUE
32554,,502 - Olive,bengaluru,"Located at Syndicate Bank Colony, Bengaluru, this cosy STUDIO independent house, which is priced at ₹7000 for full house with a security deposit of ₹14000.",Independent House,STUDIO,arakere,1,0,1,boys,house,150,0,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",14800,15000,30000,12.88406563,77.59623718,10/7/2023,TRUE
6367,,KAMATH NEST,bengaluru,"This charming fully_furnished 2 BHK independent apartment for girls is located at Kashi Nagar,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,byatarayanapura,1,1,0,girls,bed,1200,1,fully_furnished,[],8000,17350,34700,13.06423092,77.59468842,10/6/2023,TRUE
2959,,Vijayalakshmi Castle,bengaluru,"This charming fully_furnished 3 BHK independent house for girls is located at Saraswati Puram,Bengaluru and is close to the major commercial centres of the area.",Independent House,3 BHK,devarachikannahalli,3,3,0,girls,bed,1300,2,fully_furnished,[],6200,11500,23000,12.88157558,77.61431885,10/6/2023,TRUE
360001,2021,Lalani Grandeur Nest,mumbai,"Looking for a charming 2 BHK independent apartment for boys, girls, and family at an affordable price in Triveni Nagar, Mumbai? Then, this is right one for you.",Independent Apartment,2 BHK,malad east,2,0,2,"boys,girls,family",house,850,2,fully_furnished,[],45000,45000,400000,19.18233871,72.86412048,10/10/2023,TRUE
58440,,Sri Balaji Gulmohar township B-705,hyderabad,"This beautiful 3 BHK semi_furnished, house is located in the heart of Sri Sai Residency, Hyderabad. Priced at ₹25000 for full house.",Gated Society Apartment,3 BHK,bachupally,6,0,3,"boys,girls,family",house,2000,1,semi_furnished,"['Gym', 'Security']",3350,6700,13400,17.52816391,78.36105347,10/7/2023,TRUE
